filename,set,reltype,connspan,conn_raw,conn_uttid,x2,x3,conn1,conn2,rs1,rs2,x5,x6,x7,arg1raw,arg1span,arg1_uttid,x9,x10,x11,arg2raw,arg2span,arg2_uttid,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,incomplete,relstart,EN_conn_utt,NP_conn_utt,EN_arg1_utt,EN_arg2_utt,Arg1_RawText,Arg2_RawText,EN_conn_utt_span,EN_arg1_utt_span,EN_arg2_utt_span,Arg1_SpanList,Arg2_SpanList,NP_conn_utt_span,Relation,Conn1,Conn2,ConnHeadSemClass1,Conn2SemClass1,ConnHeadSemClass2,Conn2SemClass2,Arg1_RawText,Arg2_RawText,Arg1_FirstSpanStart,Arg2_FirstSpanStart,FullRawText
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,EntRel,,,,,,0,0,,,,,,"The Kogi State Governor, Yahaya Bello's name has, like magic, disappeared from the voters register after he was accused of registering twice.",1087..1228,WAZK_07_As-E-Dey-Hot-News-Read_MG__8,,,,"The House of Representatives has given the Controller General of Nigeria Immigration Service, also known as NIS, Muhamed Babandele, uh... till Wednesday to appear in the... before them or they will employ force again him.",1231..1452,WAZK_07_As-E-Dey-Hot-News-Read_MG__9,,,,,,,,,,,,,Null,1087,,,"The Kogi State Governor, Yahaya Bello's name has, like magic, disappeared from the voters register after he was accused of registering twice.","The House of Representatives has given the Controller General of Nigeria Immigration Service, also known as NIS, Muhamed Babandele, uh... till Wednesday to appear in the... before them or they will employ force again him.","Kogi State Governor, Yahaya Bello name don do willy, willy disappear comot for voter's register after dem point am finger of accuse sey im register two times.","House of Representate don sama di Controller General of Nigeria Immigration Service alias NIS, Muhamed Babandele eh till on Wednesday to show for di, before dem or de go use by force take follow am.",,1087..1228,1231..1452,1087..1245,1248..1446,,EntRel,,,,,,,"The Kogi State Governor, Yahaya Bello's name has, has disappeared from the voters register after he was accused of registering twice.","The House of Representatives has given the Controller General of Nigeria Immigration Service, also known as NIS, Muhamed Babandele, uh... till Wednesday to appear in the... before them or they will use force to follow him.",1087,1248,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 400, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,EntRel,,,,,,0,0,,,,,,"The House of Representatives has given the Controller General of Nigeria Immigration Service, also known as NIS, Muhamed Babandele, uh... till Wednesday to appear in the... before them or they will employ force again him.",1231..1452,WAZK_07_As-E-Dey-Hot-News-Read_MG__9,,,,"The Federal Inland Revenue Service, also known as FR-... FRIS, has released what they call the six key electronic solution, also known as e-services, so as to make it easy for people to pay their taxes.",1455..1657,WAZK_07_As-E-Dey-Hot-News-Read_MG__10,,,,,,,,,,,,,Null,1231,,,"The House of Representatives has given the Controller General of Nigeria Immigration Service, also known as NIS, Muhamed Babandele, uh... till Wednesday to appear in the... before them or they will employ force again him.","The Federal Inland Revenue Service, also known as FR-... FRIS, has released what they call the six key electronic solution, also known as e-services, so as to make it easy for people to pay their taxes.","House of Representate don sama di Controller General of Nigeria Immigration Service alias NIS, Muhamed Babandele eh till on Wednesday to show for di, before dem or de go use by force take follow am.","Federal Inland Revenue Service alias FR, FRIS don sama wetin dem dey call six key electronic solution alias e-services so dat e go make things easy for people to pay tax.",,1231..1452,1455..1657,1248..1446,1449..1619,,EntRel,,,,,,,"The House of Representatives has given the Controller General of Nigeria Immigration Service, also known as NIS, Muhamed Babandele, uh... till Wednesday to appear in the... before them or they will use force to follow him.","The Federal Inland Revenue Service, also known as FR, has released what they call the six key electronic solution, also known as e-services, to make it easy for people to pay their taxes.",1248,1449,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 401, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,EntRel,,,,,,0,0,,,,,,"The Federal Inland Revenue Service, also known as FR-... FRIS, has released what they call the six key electronic solution, also known as e-services, so as to make it easy for people to pay their taxes.",1455..1657,WAZK_07_As-E-Dey-Hot-News-Read_MG__10,,,,"The Chief Justice of Nigeria... of Nigerian, also known as NJC, Justice Walter Onnoghen, has announced the appointment of Mrs Had-... Hadizatu Uwani Mustapha as the Chief Registrar of the Supreme Court.",1660..1862,WAZK_07_As-E-Dey-Hot-News-Read_MG__11,,,,,,,,,,,,,Null,1455,,,"The Federal Inland Revenue Service, also known as FR-... FRIS, has released what they call the six key electronic solution, also known as e-services, so as to make it easy for people to pay their taxes.","The Chief Justice of Nigeria... of Nigerian, also known as NJC, Justice Walter Onnoghen, has announced the appointment of Mrs Had-... Hadizatu Uwani Mustapha as the Chief Registrar of the Supreme Court.","Federal Inland Revenue Service alias FR, FRIS don sama wetin dem dey call six key electronic solution alias e-services so dat e go make things easy for people to pay tax.","Di chief jojo of Nigeria, of Nigerian, alias NJC, Justice Walter Onnoghen don announcement di appoint of Mrs Had-... Hadizatu Uwani Mustapha as di Chief Registrar for Supreme Court.",,1455..1657,1660..1862,1449..1619,1622..1803,,EntRel,,,,,,,"The Federal Inland Revenue Service, also known as FR, has released what they call the six key electronic solution, also known as e-services, to make it easy for people to pay their taxes.","The Chief Justice of Nigeria, of Nigerian, also known as NJC, Justice Walter Onnoghen, has announced the appointment of Mrs Had-... Hadizatu Uwani Mustapha as the Chief Registrar of the Supreme Court.",1449,1622,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 402, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,EntRel,,,,,,0,0,,,,,,"The Chief Justice of Nigeria... of Nigerian, also known as NJC, Justice Walter Onnoghen, has announced the appointment of Mrs Had-... Hadizatu Uwani Mustapha as the Chief Registrar of the Supreme Court.",1660..1862,WAZK_07_As-E-Dey-Hot-News-Read_MG__11,,,,"The Lagos State Independent Electoral Commission, also known as LASIEC, has received the list of candidates for the All Progressive Congress, APC, to run for the seats of the Chairman and councillors in next month's Local Government election.",1865..2107,WAZK_07_As-E-Dey-Hot-News-Read_MG__12,,,,,,,,,,,,,Null,1660,,,"The Chief Justice of Nigeria... of Nigerian, also known as NJC, Justice Walter Onnoghen, has announced the appointment of Mrs Had-... Hadizatu Uwani Mustapha as the Chief Registrar of the Supreme Court.","The Lagos State Independent Electoral Commission, also known as LASIEC, has received the list of candidates for the All Progressive Congress, APC, to run for the seats of the Chairman and councillors in next month's Local Government election.","Di chief jojo of Nigeria, of Nigerian, alias NJC, Justice Walter Onnoghen don announcement di appoint of Mrs Had-... Hadizatu Uwani Mustapha as di Chief Registrar for Supreme Court.","Lagos State Independent Electoral Commission alias LASIEC don receive di list of candidate for All Progressive Congress, APC to contest for chairmo and councillor seat for next month local government election.",,1660..1862,1865..2107,1622..1803,1806..2015,,EntRel,,,,,,,"The Chief Justice of Nigeria, of Nigerian, also known as NJC, Justice Walter Onnoghen, has announced the appointment of Mrs Had-... Hadizatu Uwani Mustapha as the Chief Registrar of the Supreme Court.","The Lagos State Independent Electoral Commission, also known as LASIEC, has received the list of candidates for the All Progressive Congress, APC, to run for the seats of the Chairman and councillors in next month's Local Government election.",1622,1806,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 403, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,EntRel,,,,,,0,0,,,,,,"The Lagos State Independent Electoral Commission, also known as LASIEC, has received the list of candidates for the All Progressive Congress, APC, to run for the seats of the Chairman and councillors in next month's Local Government election.",1865..2107,WAZK_07_As-E-Dey-Hot-News-Read_MG__12,,,,"Bad guys, robbers, have gone to the great beyond.",2110..2159,WAZK_07_As-E-Dey-Hot-News-Read_MG__13,,,,,,,,,,,,,Null,1865,,,"The Lagos State Independent Electoral Commission, also known as LASIEC, has received the list of candidates for the All Progressive Congress, APC, to run for the seats of the Chairman and councillors in next month's Local Government election.","Bad guys, robbers, have gone to the great beyond.","Lagos State Independent Electoral Commission alias LASIEC don receive di list of candidate for All Progressive Congress, APC to contest for chairmo and councillor seat for next month local government election.",Bad guys robbers don kpai go yonder.,,1865..2107,2110..2159,1806..2015,2018..2054,,EntRel,,,,,,,"The Lagos State Independent Electoral Commission, also known as LASIEC, has received the list of candidates for the All Progressive Congress, APC, to run for the seats of the Chairman and councillors in next month's Local Government election.","Bad guys, robbers, have gone to the great beyond.",1806,2018,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 404, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,Implicit,,,,,,specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,"Bad guys, robbers, have gone to the great beyond.",2110..2159,WAZK_07_As-E-Dey-Hot-News-Read_MG__13,,,,A bank agent withdrew two million naira from his account for the four Local Government areas in Ogun State.,2162..2269,WAZK_07_As-E-Dey-Hot-News-Read_MG__14,,,,,,,,,,,,,Null,2110,,,"Bad guys, robbers, have gone to the great beyond.",A bank agent withdrew two million naira from his account for the four Local Government areas in Ogun State.,Bad guys robbers don kpai go yonder.,One bank agent con withdrawal two million naira from im account for di four local government area inside Ogun State.,,2110..2159,2162..2269,2018..2054,2057..2173,,Implicit,specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,"Bad guys, robbers, have gone to the great beyond.",A bank agent withdrew two million naira from his account for the four Local Government areas in Ogun State.,2018,2057,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 405, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,EntRel,,,,,,0,0,,,,,,A bank agent withdrew two million naira from his account for the four Local Government areas in Ogun State.,2162..2269,WAZK_07_As-E-Dey-Hot-News-Read_MG__14,,,,In the white man's country.,2272..2299,WAZK_07_As-E-Dey-Hot-News-Read_MG__15,,,,,,,,,,,,,Null,2162,,,A bank agent withdrew two million naira from his account for the four Local Government areas in Ogun State.,In the white man's country.,One bank agent con withdrawal two million naira from im account for di four local government area inside Ogun State.,For obodo Oyibo.,,2162..2269,2272..2299,2057..2173,2176..2192,,EntRel,,,,,,,A bank agent withdrew two million naira from his account for the four Local Government areas in Ogun State.,In the white man's country.,2057,2176,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 406, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,Implicit,,,,,,specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,In the white man's country.,2272..2299,WAZK_07_As-E-Dey-Hot-News-Read_MG__15,,,,Twelve people have been arrested by the Police for their involvement in the terror attack that occurred in London.,2302..2416,WAZK_07_As-E-Dey-Hot-News-Read_MG__16,,,,,,,,,,,,,Null,2272,,,In the white man's country.,Twelve people have been arrested by the Police for their involvement in the terror attack that occurred in London.,For obodo Oyibo.,Na twelve people na im ekelebe don gbab sake of deir hand dirty on top di kabun badness of terror attack wey happen for London.,,2272..2299,2302..2416,2176..2192,2195..2322,,Implicit,specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,In the white man's country.,Twelve people have been arrested for their involvement with the terror attack that occurred in London.,2176,2195,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 407, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,Implicit,,,,,,specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,Twelve people have been arrested by the Police for their involvement in the terror attack that occurred in London.,2302..2416,WAZK_07_As-E-Dey-Hot-News-Read_MG__16,,,,For buying and selling.,2419..2442,WAZK_07_As-E-Dey-Hot-News-Read_MG__17,,,,,,,,,,,,,Null,2302,,,Twelve people have been arrested by the Police for their involvement in the terror attack that occurred in London.,For buying and selling.,Na twelve people na im ekelebe don gbab sake of deir hand dirty on top di kabun badness of terror attack wey happen for London.,"For buying, and selling.",,2302..2416,2419..2442,2195..2322,2325..2349,,Implicit,specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,Twelve people have been arrested for their involvement with the terror attack that occurred in London.,For buying and selling.,2195,2325,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 408, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,EntRel,,,,,,0,0,,,,,,For buying and selling.,2419..2442,WAZK_07_As-E-Dey-Hot-News-Read_MG__17,,,,"The way the Nigerian nai-... naira is appreciating these days will ensure that the Central Bank of Nigeria, also known as CBN, continues to monitor the financial market, which will encourage better results.",2445..2651,WAZK_07_As-E-Dey-Hot-News-Read_MG__18,,,,,,,,,,,,,Null,2419,,,For buying and selling.,"The way the Nigerian nai-... naira is appreciating these days will ensure that the Central Bank of Nigeria, also known as CBN, continues to monitor the financial market, which will encourage better results.","For buying, and selling.","Di way wey Naija, nai, naira dey get muscle dis days, e no go stop Central Bank of Nigeria alias CBN to dey shook eyes on top different bank market matter wey go carry dem go ahead, ahead.",,2419..2442,2445..2651,2325..2349,2352..2540,,EntRel,,,,,,,For buying and selling.,": The way the Nigerian nai-... naira is doing these days will ensure that the Central Bank of Nigeria, also known as CBN, continues to monitor the financial market, which will move forward.",2325,2352,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 409, dtype: object"
WAZK_07_As-E-Dey-Hot-News-Read_MG.txt,test,EntRel,,,,,,0,0,,,,,,"The way the Nigerian nai-... naira is appreciating these days will ensure that the Central Bank of Nigeria, also known as CBN, continues to monitor the financial market, which will encourage better results.",2445..2651,WAZK_07_As-E-Dey-Hot-News-Read_MG__18,,,,"In entertainment news, our Nigerian rapper, Eva Alordiah...",2654..2713,WAZK_07_As-E-Dey-Hot-News-Read_MG__19,,,,,,,,,,,,,Null,2445,,,"The way the Nigerian nai-... naira is appreciating these days will ensure that the Central Bank of Nigeria, also known as CBN, continues to monitor the financial market, which will encourage better results.","In entertainment news, our Nigerian rapper, Eva Alordiah...","Di way wey Naija, nai, naira dey get muscle dis days, e no go stop Central Bank of Nigeria alias CBN to dey shook eyes on top different bank market matter wey go carry dem go ahead, ahead.","For jolijoli, we Naija rapper, Eva Allordiah.",,2445..2651,2654..2713,2352..2540,2543..2588,,EntRel,,,,,,,": The way the Nigerian nai-... naira is doing these days will ensure that the Central Bank of Nigeria, also known as CBN, continues to monitor the financial market, which will move forward.","In entertainment news, our Nigerian rapper, Eva Alordiah...",2352,2543,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 410, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,0,0,Reformulation,,,,,The whole idea of...,369..389,WAZL_08_Edewor-Lifestory_MG__6,,,,"To know a kid who, who's educated, they're supposed to speak English really well.",392..473,WAZL_08_Edewor-Lifestory_MG__7,,,,,,,,,,,,,arg1-incomplete,369,,,The whole idea of...,"To know a kid who, who's educated, they're supposed to speak English really well.",Di whole ehn idea of sey ehn...,"To know pikin wey, wey don go school, e suppose dey speak English very well.",,369..389,392..473,343..374,377..453,,Implicit,,,reformulation,,,,The whole idea of uh...,"English : To know a kid who, who's educated, he's supposed to speak English very well.",343,377,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 411, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,in other words,specifically,Expansion.Equivalence,Expansion.Level-of-detail.Arg2-as-detail,,,,So they started from when they were little.,476..519,WAZL_08_Edewor-Lifestory_MG__8,,,,"English was the language they used... they, they... that they spoke to us in.",522..599,WAZL_08_Edewor-Lifestory_MG__9,,,,,,,,,,,,,Null,476,,,So they started from when they were little.,"English was the language they used... they, they... that they spoke to us in.",So de start from small.,"Na English de dey use us, dey use, dey, dey, dey follow us talk.",,476..519,522..599,456..479,482..546,,Implicit,specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,So they started from when they were little.,"English was the language they used... they, they, they spoke to us in...",456,482,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 412, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,EntRel,,,,,,0,0,,,,,,"So, it also has its down sides because here as we speak, I can't speak my language.",602..685,WAZL_08_Edewor-Lifestory_MG__10,,,,"Haha, something like that.",688..714,WAZL_08_Edewor-Lifestory_MG__11,,,,,,,,,,,,,Null,602,,,"So, it also has its down sides because here as we speak, I can't speak my language.","Haha, something like that.","So dat one self con get im own bad side because, as I dey like dis, I no sabi speak my language.",Haha dat kind thing so.,,602..685,688..714,549..645,648..671,,EntRel,,,,,,,"So, it also has its down sides because, as it is, I don't speak my language.","Haha, something like that.",549,648,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 413, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,EntRel,,,,,,0,0,,,,,,"Haha, something like that.",688..714,WAZL_08_Edewor-Lifestory_MG__11,,,,It's more like that.,717..737,WAZL_08_Edewor-Lifestory_MG__12,,,,,,,,,,,,,Null,688,,,"Haha, something like that.",It's more like that.,Haha dat kind thing so.,Na more like dat.,,688..714,717..737,648..671,674..691,,EntRel,,,,,,,"Haha, something like that.",Those are the more important.,648,674,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 414, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,"And I... (you know then), I associated with people as I grew up, and I realized that people speak different languages.",740..858,WAZL_08_Edewor-Lifestory_MG__13,,,,"It... it's like I'm an outcast in Lagos, where I stay.",861..915,WAZL_08_Edewor-Lifestory_MG__14,,,,,,,,,,,,,Null,740,,,"And I... (you know then), I associated with people as I grew up, and I realized that people speak different languages.","It... it's like I'm an outcast in Lagos, where I stay.","And I con (you know den) association with people as I dey grow, I con dey see sey ah people don con dey speak different.","E, e con be like sey I be outcast for inside Lagos wey I dey.",,740..858,861..915,694..814,817..878,,Implicit,so,,Contingency.Cause.Result,,,,"And I... (you know then), I associated with people as I grew up, and I realized that people speak different languages.",": It... it's like I'm an outcast in Lagos, where I stay.",694,817,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 415, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,"It... it's like I'm an outcast in Lagos, where I stay.",861..915,WAZL_08_Edewor-Lifestory_MG__14,,,,"You know, people speak different languages.",918..961,WAZL_08_Edewor-Lifestory_MG__15,,,,,,,,,,,,,Null,861,,,"It... it's like I'm an outcast in Lagos, where I stay.","You know, people speak different languages.","E, e con be like sey I be outcast for inside Lagos wey I dey.",You know people dey speak different things.,,861..915,918..961,817..878,881..924,,Implicit,because,,Contingency.Cause.Reason,,,,": It... it's like I'm an outcast in Lagos, where I stay.","You know, people speak different languages.",817,881,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 416, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,but,Contingency.Cause.Result,Comparison.Concession.Arg2-as-denier,,,,"You know, people speak different languages.",918..961,WAZL_08_Edewor-Lifestory_MG__15,,,,"I figured, ""ah, everyone's supposed to be speaking English.""",964..1024,WAZL_08_Edewor-Lifestory_MG__16,,,,,,,,,,,,,Null,918,,,"You know, people speak different languages.","I figured, ""ah, everyone's supposed to be speaking English.""",You know people dey speak different things.,I con dey ah but na English everybody suppose dey speak.,,918..961,964..1024,881..924,927..983,,Implicit,so,,Contingency.Cause.Result,,,,"You know, people speak different languages.",I started uh... but everybody's supposed to be speaking English.,881,927,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 417, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause+SpeechAct.Result+SpeechAct,,,,,"I figured, ""ah, everyone's supposed to be speaking English.""",964..1024,WAZL_08_Edewor-Lifestory_MG__16,,,,"""What language is this Pidgin that people are speaking?""",1027..1083,WAZL_08_Edewor-Lifestory_MG__17,,,,,,,,,,,,,Null,964,,,"I figured, ""ah, everyone's supposed to be speaking English.""","""What language is this Pidgin that people are speaking?""",I con dey ah but na English everybody suppose dey speak.,Which one be dis Pidgin wey people dey speak?,,964..1024,1027..1083,927..983,986..1031,,Implicit,so,,Contingency.Cause+SpeechAct.Result+SpeechAct,,,,I started uh... but everybody's supposed to be speaking English.,"""What is this Pidgin that people are speaking?""",927,986,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 418, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,then,in sum,Temporal.Asynchronous.Precedence,Expansion.Level-of-detail.Arg1-as-detail,,,,"I still remember the way I perfomed in the audition, where, where my MD said, ""now, speak Pidgin so we can hear how it'll sound.""",1727..1856,WAZL_08_Edewor-Lifestory_MG__24,,,,That’s how I started.,1859..1880,WAZL_08_Edewor-Lifestory_MG__25,,,,,,,,,,,,,Null,1727,,,"I still remember the way I perfomed in the audition, where, where my MD said, ""now, speak Pidgin so we can hear how it'll sound.""",That’s how I started.,"I still remember di day wey I do di audition, wey, wey my MD talk sey oya, speak for Pidgin mey we hear as thing take be.",Na so I start.,,1727..1856,1859..1880,1590..1711,1714..1728,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,"I still remember the way I perfomed in the audition, where, where my MD said, ""now, speak Pidgin so we can hear how it'll sound.""",: That was how I started.,1590,1714,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 419, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,then,0,Narrative-response,,,,,That’s how I started.,1859..1880,WAZL_08_Edewor-Lifestory_MG__25,,,,"He said no, no, no, no, no, no.",1883..1914,WAZL_08_Edewor-Lifestory_MG__26,,,,,,,,,,,,,Null,1859,,,That’s how I started.,"He said no, no, no, no, no, no.",Na so I start.,"E say no, no, no, no, no, no.",,1859..1880,1883..1914,1714..1728,1731..1760,,Implicit,but,,narrative-response,,,,: That was how I started.,"He said no, no, no, no, no.",1714,1731,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 420, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,instead,0,Expansion.Substitution.Arg2-as-subst,,,,,"He said no, no, no, no, no, no.",1883..1914,WAZL_08_Edewor-Lifestory_MG__26,,,,I should speak English because it's like my spoken English is better.,1917..1986,WAZL_08_Edewor-Lifestory_MG__27,,,,,,,,,,,,,Null,1883,,,"He said no, no, no, no, no, no.",I should speak English because it's like my spoken English is better.,"E say no, no, no, no, no, no.",Make I speak English o because e be like sey na di English na im make sense pass for me.,,1883..1914,1917..1986,1731..1760,1763..1851,,Implicit,instead,,Expansion.Substitution.Arg2-as-subst,,,,"He said no, no, no, no, no.",: Let me speak English because it's like my spoken English is better.,1731,1763,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 421, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Narrative-response,,,,,I should speak English because it's like my spoken English is better.,1917..1986,WAZL_08_Edewor-Lifestory_MG__27,,,,"I said, ""ah, there's a problem.""",1989..2021,WAZL_08_Edewor-Lifestory_MG__28,,,,,,,,,,,,,Null,1917,,,I should speak English because it's like my spoken English is better.,"I said, ""ah, there's a problem.""",Make I speak English o because e be like sey na di English na im make sense pass for me.,I say ah wahala dey?,,1917..1986,1989..2021,1763..1851,1854..1874,,Implicit,so,,narrative-response,,,,: Let me speak English because it's like my spoken English is better.,"I said, ""ah, there's a problem.""",1763,1854,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 422, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Narrative-response,,,,,"I said, ""ah, there's a problem.""",1989..2021,WAZL_08_Edewor-Lifestory_MG__28,,,,"He said, ""no, don't worry, don't worry, don't worry!""",2024..2077,WAZL_08_Edewor-Lifestory_MG__29,,,,,,,,,,,,,Null,1989,,,"I said, ""ah, there's a problem.""","He said, ""no, don't worry, don't worry, don't worry!""",I say ah wahala dey?,"E say no, no worry, no worry, no worry!",,1989..2021,2024..2077,1854..1874,1877..1916,,Implicit,then,,narrative-response,,,,"I said, ""ah, there's a problem.""","He said, ""no, don't worry, don't worry, don't worry!""",1854,1877,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 423, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"He said, ""no, don't worry, don't worry, don't worry!""",2024..2077,WAZL_08_Edewor-Lifestory_MG__29,,,,He said that my spoken English was alright.,2080..2123,WAZL_08_Edewor-Lifestory_MG__30,,,,,,,,,,,,,Null,2024,,,"He said, ""no, don't worry, don't worry, don't worry!""",He said that my spoken English was alright.,"E say no, no worry, no worry, no worry!",E say di English dey alright.,,2024..2077,2080..2123,1877..1916,1919..1948,,Implicit,and,,Expansion.Conjunction,,,,"He said, ""no, don't worry, don't worry, don't worry!""",He said that the English was alright.,1877,1919,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 424, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause+SpeechAct.Result+SpeechAct,,,,,He said that my spoken English was alright.,2080..2123,WAZL_08_Edewor-Lifestory_MG__30,,,,I should just stick to speaking English.,2126..2166,WAZL_08_Edewor-Lifestory_MG__31,,,,,,,,,,,,,Null,2080,,,He said that my spoken English was alright.,I should just stick to speaking English.,E say di English dey alright.,Make I just dey for di English.,,2080..2123,2126..2166,1919..1948,1951..1982,,Explicit,make,,Contingency.Cause+SpeechAct.Result+SpeechAct,,,,He said that the English was alright.,: Let me just stick to speaking English.,1919,1951,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 425, dtype: object"
WAZL_08_Edewor-Lifestory_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,So I started working.,2231..2252,WAZL_08_Edewor-Lifestory_MG__33,,,,"We were broadcasting in English, we were... we were... we, we were broadcasting in Pidgin.",2255..2345,WAZL_08_Edewor-Lifestory_MG__34,,,,,,,,,,,,,Null,2231,,,So I started working.,"We were broadcasting in English, we were... we were... we, we were broadcasting in Pidgin.",I con start.,"We dey do English, we dey do, we dey do, we, we dey do Pidgin.",,2231..2252,2255..2345,2055..2067,2070..2132,,Implicit,and,,Expansion.Conjunction,,,,I started working.,"We were broadcasting in English, we were... we were... we were broadcasting in Pidgin.",2055,2070,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 426, dtype: object"
